Athlete,Profile Link 1,Profile Link 2,event,time,,,,position,,,,venue,meeting,date,venue-link,category
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:55.7,,,,5,,,,Wishaw,D2,22 Jun 03,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Wishaw&date=22-Jun-03,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:57.73,,,,5,h1,,,Grangemouth,FALKIRK OPEN GRANGEMOUTH,6 Aug 03,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Grangemouth&date=6-Aug-03,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:57.74,,,,ht,,,,Glasgow (S),|SUNDAY MAIL SCOTTISH SENIOR Champs SCOTSTOUN (A = 11, B = 12)|,11 Jul 03,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Glasgow+(S)&date=11-Jul-03,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:58.1,,,,2,,,,Grangemouth,SCOTTISH MEN'S LEAGUE D2 Grangemouth,8 Jun 03,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Grangemouth&date=8-Jun-03,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:59.36,,,,5,,,,Edinburgh,Scottish East And West District,11 May 03,http://powerof10.info/results/results.aspx?meetingid=158135&event=800&venue=Edinburgh&date=11-May-03,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:59.7,,,,1,B,,,Coatbridge,D2,27 Apr 03,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Coatbridge&date=27-Apr-03,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1500,4:00.23,,,,2,C,,,Glasgow (S),BMC Grand Prix,30 Aug 03,http://powerof10.info/results/results.aspx?meetingid=61&event=1500&venue=Glasgow+(S)&date=30-Aug-03,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,1500,4:06.13,,,,2,h2,,,Grangemouth,FALKIRK OPEN Grangemouth,2 Jul 03,http://powerof10.info/results/results.aspx?meetingid=0&event=1500&venue=Grangemouth&date=2-Jul-03,SEN
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:58.0,,,,3,,,,Edinburgh,SCOTTISH MEN'S LEAGUE D2,14 Jul 02,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Edinburgh&date=14-Jul-02,U23
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,1:59.83,,,,3,,,,Inverness,D2,11 Aug 02,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Inverness&date=11-Aug-02,U23
Christopher O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=4392,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4392,800,2:00.0,,,,3,,,,Greenock,Division Two Greenock,17 Jun 01,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Greenock&date=17-Jun-01,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,3.1ML,16:47,,,,17,L1,,,Livingston,Scottish 6 Stage Road Relays,3 Apr 16,http://powerof10.info/results/results.aspx?meetingid=166887&event=3.1ML&venue=Livingston&date=3-Apr-16,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,3.165ML,17:16,,,,32,L4,,,Sutton Coldfield,ERRA National Men's 12-Stage Relays,16 Apr 16,http://powerof10.info/results/results.aspx?meetingid=163661&event=3.165ML&venue=Sutton+Coldfield&date=16-Apr-16,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,SHORT5M,31:07,,,,136,,,,Kinghorn,Black Rock 5,3 Jun 16,http://powerof10.info/results/results.aspx?meetingid=164468&event=SHORT5M&venue=Kinghorn&date=3-Jun-16,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,8.1KXC,30:46,,,,44,,,,Broxburn,Scottish East District League,16 Jan 16,http://powerof10.info/results/results.aspx?meetingid=148125&event=8.1KXC&venue=Broxburn&date=16-Jan-16,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,2:04.53,,,,3,B,,,Inverness,Scottish Athletics League Division 2,14 Jun 15,http://powerof10.info/results/results.aspx?meetingid=138599&event=800&venue=Inverness&date=14-Jun-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:21.60,,,,1,B,,,Inverness,Scottish Athletics League Division 2,14 Jun 15,http://powerof10.info/results/results.aspx?meetingid=138599&event=1500&venue=Inverness&date=14-Jun-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1M,4:46,,,,4,,,,Edinburgh,Self Transcendence Mile,17 Jun 15,http://powerof10.info/results/results.aspx?meetingid=141527&event=1M&venue=Edinburgh&date=17-Jun-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1ML,4:47,,,,5,L1,,,Edinburgh,Self Transcendence 3 x Mile Relays,22 Jul 15,http://powerof10.info/results/results.aspx?meetingid=144514&event=1ML&venue=Edinburgh&date=22-Jul-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4KXCL,14:06,,,,10,L2,,,Peebles,Scottish East District Relay Championships,11 Oct 15,http://powerof10.info/results/results.aspx?meetingid=148128&event=4KXCL&venue=Peebles&date=11-Oct-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,parkrun,16:42,,,,1,,,1,Edinburgh Silverknowes,Edinburgh parkrun # 284,4 Apr 15,http://powerof10.info/results/results.aspx?meetingid=135356&event=parkrun&venue=Edinburgh+Silverknowes&date=4-Apr-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5M,29:12,,,,21,,,,Edinburgh,Kings Buildings 5,7 Mar 15,http://powerof10.info/results/results.aspx?meetingid=128181&event=5M&venue=Edinburgh&date=7-Mar-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,SHORT5M,25:14,,,,13,,,,Kinghorn,Black Rock 5,15 May 15,http://powerof10.info/results/results.aspx?meetingid=131819&event=SHORT5M&venue=Kinghorn&date=15-May-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,47:45,,,,183,,,,Falkirk,Scottish National Championships,22 Feb 15,http://powerof10.info/results/results.aspx?meetingid=118197&event=ZXC&venue=Falkirk&date=22-Feb-15,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4KXCL,15:00,,,,12,L3,,,Peebles,Scottish East District Relay Championships,12 Oct 14,http://powerof10.info/results/results.aspx?meetingid=118182&event=4KXCL&venue=Peebles&date=12-Oct-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4.3KL,14:08,,,,34,L2,,,Sutton Coldfield,ERRA National Men's 12 Stage Relays,5 Apr 14,http://powerof10.info/results/results.aspx?meetingid=98573&event=4.3KL&venue=Sutton+Coldfield&date=5-Apr-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,3.1ML,16:32,,,,5,L1,,,Livingstone,Scottish Relay Championships,30 Mar 14,http://powerof10.info/results/results.aspx?meetingid=93704&event=3.1ML&venue=Livingstone&date=30-Mar-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5K,16:00,,,,13,,,,Glasgow,Clydebank 5K,15 Mar 14,http://powerof10.info/results/results.aspx?meetingid=93702&event=5K&venue=Glasgow&date=15-Mar-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5KL,16:36,,,,28,,,,Douglas,Isle of Man Easter Festival 5K Relay,20 Apr 14,http://powerof10.info/results/results.aspx?meetingid=103184&event=5KL&venue=Douglas&date=20-Apr-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4MMT,24:16,,,,54,,,,Peel,Isle of Man Easter Festival Peel Hill,19 Apr 14,http://powerof10.info/results/results.aspx?meetingid=103177&event=4MMT&venue=Peel&date=19-Apr-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5M,27:24,,,,5,,,,Edinburgh,Corstorphine 5,4 Jun 14,http://powerof10.info/results/results.aspx?meetingid=104131&event=5M&venue=Edinburgh&date=4-Jun-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,SHORT5M,26:01,,,,24,,,,Kinghorn,Black Rock 5,13 Jun 14,http://powerof10.info/results/results.aspx?meetingid=104143&event=SHORT5M&venue=Kinghorn&date=13-Jun-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,10K,34:03,,,,31,,,,Port Erin,Isle of Man Easter Festival 10K,18 Apr 14,http://powerof10.info/results/results.aspx?meetingid=103175&event=10K&venue=Port+Erin&date=18-Apr-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,12KXC,46:31,,,,128,,,,Falkirk,Scottish National Championships,22 Feb 14,http://powerof10.info/results/results.aspx?meetingid=93665&event=12KXC&venue=Falkirk&date=22-Feb-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZMTL,42:43,,,,3,L2,,,Comrie,Simon Wake Comrie Hills Relay,14 Sep 14,http://powerof10.info/results/results.aspx?meetingid=104220&event=ZMTL&venue=Comrie&date=14-Sep-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,33:12,,,,29,,,,Broxburn,Scottish East District League,18 Jan 14,http://powerof10.info/results/results.aspx?meetingid=92990&event=ZXC&venue=Broxburn&date=18-Jan-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZFLL,77:15,,,,35,L2,,,Patterdale,Ian Hodgson Mountain Relay,5 Oct 14,http://powerof10.info/results/results.aspx?meetingid=120095&event=ZFLL&venue=Patterdale&date=5-Oct-14,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1.4M,11:08,,,,6,,,,East Lomond,Tour of Fife Up Hell Time Trial 1.4,2 Aug 13,http://powerof10.info/results/results.aspx?meetingid=87753&event=1.4M&venue=East+Lomond&date=2-Aug-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,2M,10:05,,,,2,,,,Edinburgh,Self Transcendence 2,22 May 13,http://powerof10.info/results/results.aspx?meetingid=86174&event=2M&venue=Edinburgh&date=22-May-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,3.1ML,16:38,,,,6,L3,,,Livingstone,Scottish Relays Championships,31 Mar 13,http://powerof10.info/results/results.aspx?meetingid=72798&event=3.1ML&venue=Livingstone&date=31-Mar-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5K,15:52,,,,22,,,,Edinburgh,Self Transcendence 5K (Inc Scottish Champs),1 May 13,http://powerof10.info/results/results.aspx?meetingid=83157&event=5K&venue=Edinburgh&date=1-May-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5K,16:06,,,,11,,,,Glasgow,Clydebank 5K,16 Mar 13,http://powerof10.info/results/results.aspx?meetingid=72791&event=5K&venue=Glasgow&date=16-Mar-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,6KMT,21:07,,,,4,,,,Livingston,Murieston 6K,7 Sep 13,http://powerof10.info/results/results.aspx?meetingid=92371&event=6KMT&venue=Livingston&date=7-Sep-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,3.8M,23:17,,,,2,,,,Falkland,Tour of Fife Skull Mountain Race 3.8,4 Aug 13,http://powerof10.info/results/results.aspx?meetingid=87755&event=3.8M&venue=Falkland&date=4-Aug-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4M,21:08,,,,9,,,,Edinburgh,Portobello Promathon 4,1 Jan 13,http://powerof10.info/results/results.aspx?meetingid=72777&event=4M&venue=Edinburgh&date=1-Jan-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4.2MMT,24:05,,,,2,,,,St.Andrews,Tour of Fife Chariots of Fire Beach 4.2,3 Aug 13,http://powerof10.info/results/results.aspx?meetingid=87754&event=4.2MMT&venue=St.Andrews&date=3-Aug-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4.8M,27:39,,,,3,,,,Falkland,Tour of Fife Squirrel Twirl 4.8,31 Jul 13,http://powerof10.info/results/results.aspx?meetingid=87751&event=4.8M&venue=Falkland&date=31-Jul-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4.8MMT,29:06,,,,3,,,,Tarvit,Tour of Fife Tarvit 4.8,1 Aug 13,http://powerof10.info/results/results.aspx?meetingid=87752&event=4.8MMT&venue=Tarvit&date=1-Aug-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5M,26:42,,,,9,,,,Edinburgh,Corstorphine 5,5 Jun 13,http://powerof10.info/results/results.aspx?meetingid=86787&event=5M&venue=Edinburgh&date=5-Jun-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,8.663KL,29:09,,,,37,L5,,,Sutton Coldfield,ERRA Men's 12-Stage Relays (Long Legs),13 Apr 13,http://powerof10.info/results/results.aspx?meetingid=71466&event=8.663KL&venue=Sutton+Coldfield&date=13-Apr-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,10K,34:25,,,34:22,28,,,,Stirling,City of Stirling 10K (Inc Scottish Champs),15 Sep 13,http://powerof10.info/results/results.aspx?meetingid=90493&event=10K&venue=Stirling&date=15-Sep-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,10M,56:04,,,,2,,,,Newtonmore,Newtonmore 10,23 Mar 13,http://powerof10.info/results/results.aspx?meetingid=78523&event=10M&venue=Newtonmore&date=23-Mar-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,32:03,,,,34,,,,Stirling University,Scottish East District League,19 Oct 13,http://powerof10.info/results/results.aspx?meetingid=92988&event=ZXC&venue=Stirling+University&date=19-Oct-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,32:07,,,,22,,,,Lornshill Academy,Scottish East District League,23 Nov 13,http://powerof10.info/results/results.aspx?meetingid=92989&event=ZXC&venue=Lornshill+Academy&date=23-Nov-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,32:24,,,,19,,,,Broxburn,Scottish East District League,12 Jan 13,http://powerof10.info/results/results.aspx?meetingid=72489&event=ZXC&venue=Broxburn&date=12-Jan-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,35:20,,,,43,,,,Dundee,Scottish East District Championships,7 Dec 13,http://powerof10.info/results/results.aspx?meetingid=93660&event=ZXC&venue=Dundee&date=7-Dec-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,43:54,,,,65,,,,Falkirk,Scottish National Championships,23 Feb 13,http://powerof10.info/results/results.aspx?meetingid=72534&event=ZXC&venue=Falkirk&date=23-Feb-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXCL,13:47,,,,18,L4,,,Cumbernauld,Scottish National Relay Championships,26 Oct 13,http://powerof10.info/results/results.aspx?meetingid=93062&event=ZXCL&venue=Cumbernauld&date=26-Oct-13,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:10.56,,,,1,A,,,Edinburgh,Scottish Athletics League Division 2,21 Apr 12,http://powerof10.info/results/results.aspx?meetingid=64713&event=1500&venue=Edinburgh&date=21-Apr-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1.4M,11:38,,,,13,,,,Glenrothes,ToF Up Hell Time Trial 1.4,27 Jul 12,http://powerof10.info/results/results.aspx?meetingid=68006&event=1.4M&venue=Glenrothes&date=27-Jul-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,2M,10:11,,,,4,,,,Edinburgh,Self Transcendence 2,2 May 12,http://powerof10.info/results/results.aspx?meetingid=64746&event=2M&venue=Edinburgh&date=2-May-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,2M,10:27,,,,2,,,,Edinburgh,Self Transcendence 2,9 May 12,http://powerof10.info/results/results.aspx?meetingid=64747&event=2M&venue=Edinburgh&date=9-May-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4.819KL,15:53,,,,12,L10,,,Sutton Coldfield,ERRA National Men's 12-Stage Road Relays (Short Legs),14 Apr 12,http://powerof10.info/results/results.aspx?meetingid=55672&event=4.819KL&venue=Sutton+Coldfield&date=14-Apr-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,3.1ML,16:23,,,,4,L5,,,Livingstone,Scottish Relays Championships,31 Mar 12,http://powerof10.info/results/results.aspx?meetingid=56842&event=3.1ML&venue=Livingstone&date=31-Mar-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,parkrun,28:09,,,,238,,,,Newcastle,Newcastle parkrun # 137,8 Sep 12,http://powerof10.info/results/results.aspx?meetingid=71729&event=parkrun&venue=Newcastle&date=8-Sep-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,3.25ML,18:03,,,,34,,,,Glasgow,McAndrew Relay,6 Oct 12,http://powerof10.info/results/results.aspx?meetingid=72750&event=3.25ML&venue=Glasgow&date=6-Oct-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4MMT,25:29,,,,5,,,,Falkland,ToF Black Hill Race,29 Jul 12,http://powerof10.info/results/results.aspx?meetingid=68008&event=4MMT&venue=Falkland&date=29-Jul-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4.25MMT,24:08,,,,4,,,,St Andrews,ToF Chariots of Fire Beach 4.25,28 Jul 12,http://powerof10.info/results/results.aspx?meetingid=68007&event=4.25MMT&venue=St+Andrews&date=28-Jul-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4.5MMT,29:00,,,,5,,,,Ceres,ToF Tarvit 4.5,26 Jul 12,http://powerof10.info/results/results.aspx?meetingid=68005&event=4.5MMT&venue=Ceres&date=26-Jul-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5M,26:33,,,,5,,,,Giffordtown,ToF Teddy Bear 5,25 Jul 12,http://powerof10.info/results/results.aspx?meetingid=68004&event=5M&venue=Giffordtown&date=25-Jul-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,SHORT5MMT,25:07,,,25:07,13,,,,Kinghorn,Black Rock 5,5 May 12,http://powerof10.info/results/results.aspx?meetingid=64816&event=SHORT5MMT&venue=Kinghorn&date=5-May-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,39:13,,,,48,,,,Cupar,Scottish East District Championships,8 Dec 12,http://powerof10.info/results/results.aspx?meetingid=72719&event=ZXC&venue=Cupar&date=8-Dec-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXCL,13:54,,,,17,L1,,,Dundee,Scottish East District Relay Championships,13 Oct 12,http://powerof10.info/results/results.aspx?meetingid=72543&event=ZXCL&venue=Dundee&date=13-Oct-12,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,2:00.50,,,,4,1,,,Grangemouth ,Grangemouth Stadium Graded Open,3 Aug 11,http://powerof10.info/results/results.aspx?meetingid=50205&event=800&venue=Grangemouth+&date=3-Aug-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:03.50,,,,2,1,,,Grangemouth,Grangemouth Stadium Graded Open,6 Jul 11,http://powerof10.info/results/results.aspx?meetingid=50206&event=1500&venue=Grangemouth&date=6-Jul-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:09.39,,,,12,2,,,Glasgow (S),Glasgow Athletic Association Metric Miler Meet,5 Aug 11,http://powerof10.info/results/results.aspx?meetingid=54432&event=1500&venue=Glasgow+(S)&date=5-Aug-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:10.98,,,,4,A,,,Glasgow (S),Scottish Athletics League Division 2,19 Jun 11,http://powerof10.info/results/results.aspx?meetingid=50159&event=1500&venue=Glasgow+(S)&date=19-Jun-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:12.23,,,,1,B,,,Grangemouth,Scottish Athletics League Division 2,17 Apr 11,http://powerof10.info/results/results.aspx?meetingid=50164&event=1500&venue=Grangemouth&date=17-Apr-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:15.39,,,,2,B,,,Grangemouth,Scottish Athletics League Division 2,22 May 11,http://powerof10.info/results/results.aspx?meetingid=50160&event=1500&venue=Grangemouth&date=22-May-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,JT800,34.14,,,,4,A,,,Grangemouth,Scottish Athletics League Division 2,17 Apr 11,http://powerof10.info/results/results.aspx?meetingid=50164&event=JT800&venue=Grangemouth&date=17-Apr-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,JT800,31.04,,,,3,A,,,Glasgow,Scottish Athletics League Division 2,19 Jun 11,http://powerof10.info/results/results.aspx?meetingid=50159&event=JT800&venue=Glasgow&date=19-Jun-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,2M,9:42,,,,2,,,,Edinburgh,Self Transcendence Edinburgh 2,20 Jul 11,http://powerof10.info/results/results.aspx?meetingid=50248&event=2M&venue=Edinburgh&date=20-Jul-11,SEN
