Athlete,Profile Link 1,Profile Link 2,event,time,,,,position,,,,venue,meeting,date,venue-link,category
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.20,,,,1,1,,,Livingston,Livingston Open Meeting,29 May 13,http://powerof10.info/results/results.aspx?meetingid=81963&event=200&venue=Livingston&date=29-May-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.2,,,,2,A,,,Wishaw,Central & South of Scotland League Division 2,29 Jun 13,http://powerof10.info/results/results.aspx?meetingid=81930&event=200&venue=Wishaw&date=29-Jun-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.33,,0.0,,3,A,,,Grangemouth,Scottish Athletics League Division 2,19 May 13,http://powerof10.info/results/results.aspx?meetingid=81990&event=200&venue=Grangemouth&date=19-May-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.38,,,,2,2,,,Edinburgh,Edinburgh AC v Athletica Valpolecella,10 Jul 13,http://powerof10.info/results/results.aspx?meetingid=91620&event=200&venue=Edinburgh&date=10-Jul-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.46,,,,3,1,,,Grangemouth,Grangemouth Stadium Open Graded Meeting,7 Aug 13,http://powerof10.info/results/results.aspx?meetingid=81946&event=200&venue=Grangemouth&date=7-Aug-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.50,,-2.6,,4,A,,,Grangemouth,Scottish Athletics League Division 2,21 Jul 13,http://powerof10.info/results/results.aspx?meetingid=81993&event=200&venue=Grangemouth&date=21-Jul-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.66,,,,1,2,,,Grangemouth,Grangemouth Stadium Open Graded Meeting,5 Jun 13,http://powerof10.info/results/results.aspx?meetingid=81944&event=200&venue=Grangemouth&date=5-Jun-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.21,,-4.4,,5,1,,,Edinburgh,Lothian & Border Trials,7 Apr 13,http://powerof10.info/results/results.aspx?meetingid=83564&event=200&venue=Edinburgh&date=7-Apr-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,50.8,,,,2,A,,,Kilmarnock,Central & South of Scotland League Division 2,4 Aug 13,http://powerof10.info/results/results.aspx?meetingid=81931&event=400&venue=Kilmarnock&date=4-Aug-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,51.01,,,,3,1,,,Livingston,Livingston Open Meeting,21 Aug 13,http://powerof10.info/results/results.aspx?meetingid=81964&event=400&venue=Livingston&date=21-Aug-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,51.08,,,,2,A,,,Aberdeen,Scottish Athletics League Division 2,25 Aug 13,http://powerof10.info/results/results.aspx?meetingid=81994&event=400&venue=Aberdeen&date=25-Aug-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,51.21,,,,2,A,,,Grangemouth,Scottish Athletics League Division 2,19 May 13,http://powerof10.info/results/results.aspx?meetingid=81990&event=400&venue=Grangemouth&date=19-May-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,51.72,,,,1,A,,,Kilmarnock,Scottish Athletics League Division 2,20 Apr 13,http://powerof10.info/results/results.aspx?meetingid=81989&event=400&venue=Kilmarnock&date=20-Apr-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,51.74,,,,2,A,,,Grangemouth,Central & South of Scotland League Division 2,12 May 13,http://powerof10.info/results/results.aspx?meetingid=81927&event=400&venue=Grangemouth&date=12-May-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,51.99,,,,4,h2,,,Edinburgh,Scottish East District Championships,24 May 13,http://powerof10.info/results/results.aspx?meetingid=81942&event=400&venue=Edinburgh&date=24-May-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.01,,,,1,1,,,Grangemouth,Grangemouth Stadium Open Graded Meeting,1 May 13,http://powerof10.info/results/results.aspx?meetingid=81943&event=400&venue=Grangemouth&date=1-May-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.1,,,,2,3,,,Grangemouth,Central AC Pre Season Open Meeting,14 Apr 13,http://powerof10.info/results/results.aspx?meetingid=82445&event=400&venue=Grangemouth&date=14-Apr-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.18,,,,2,1,,,Edinburgh,Lothian & Border Trials,7 Apr 13,http://powerof10.info/results/results.aspx?meetingid=83564&event=400&venue=Edinburgh&date=7-Apr-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.94,,,,3,1,,,Craigswood,Livingston Open Meeting,17 Apr 13,http://powerof10.info/results/results.aspx?meetingid=81962&event=400&venue=Craigswood&date=17-Apr-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,LJ,4.99,,,,5,A,,,Wishaw,Central & South of Scotland League Division 2,29 Jun 13,http://powerof10.info/results/results.aspx?meetingid=81930&event=LJ&venue=Wishaw&date=29-Jun-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,SP7.26K,6.47,,,,6,A,,,Kilmarnock,Central & South of Scotland League Division 2,4 Aug 13,http://powerof10.info/results/results.aspx?meetingid=81931&event=SP7.26K&venue=Kilmarnock&date=4-Aug-13,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.62,i,,,5,2.1,,,Edinburgh,Edinburgh Open Graded Meeting,27 Feb 11,http://powerof10.info/results/results.aspx?meetingid=42903&event=60&venue=Edinburgh&date=27-Feb-11,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.68,i,,,2,1.1,,,Edinburgh,Edinburgh Open Graded Meeting,27 Feb 11,http://powerof10.info/results/results.aspx?meetingid=42903&event=60&venue=Edinburgh&date=27-Feb-11,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.60,w,2.1,,2,A2,,,Grangemouth,Scottish Athletics League Division 2,17 Apr 11,http://powerof10.info/results/results.aspx?meetingid=50164&event=200&venue=Grangemouth&date=17-Apr-11,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.76,w,2.6,,3,,,,Edinburgh,Lothian & Borders Open,3 Apr 11,http://powerof10.info/results/results.aspx?meetingid=50858&event=200&venue=Edinburgh&date=3-Apr-11,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.96,w,2.7,,7,A,,,Glasgow,Scottish Athletics League Division 2,19 Jun 11,http://powerof10.info/results/results.aspx?meetingid=50159&event=200&venue=Glasgow&date=19-Jun-11,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,54.37,,,,5,A,,,Grangemouth,Scottish Athletics League Division 2,17 Apr 11,http://powerof10.info/results/results.aspx?meetingid=50164&event=400&venue=Grangemouth&date=17-Apr-11,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400H,72.46,,,,4,A,,,Glasgow,Scottish Athletics League Division 2,19 Jun 11,http://powerof10.info/results/results.aspx?meetingid=50159&event=400H&venue=Glasgow&date=19-Jun-11,U23
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.64,,-0.4,,5,A,,,Wishaw,Scottish Athletics League Division 2,8 Aug 10,http://powerof10.info/results/results.aspx?meetingid=36234&event=200&venue=Wishaw&date=8-Aug-10,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.34,i,,,2,2.18,,,Edinburgh,Edinburgh Indoor Open Graded Meeting,8 Mar 09,http://powerof10.info/results/results.aspx?meetingid=24357&event=60&venue=Edinburgh&date=8-Mar-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.20,,-0.9,,3,A,,,Edinburgh,Scottish Athletics League Division 2,19 Apr 09,http://powerof10.info/results/results.aspx?meetingid=24639&event=200&venue=Edinburgh&date=19-Apr-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.23,i,,,3,h2,,,Glasgow,Scottish Closed Senior Championships,18 Jan 09,http://powerof10.info/results/results.aspx?meetingid=19794&event=200&venue=Glasgow&date=18-Jan-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.29,,-2.1,,2,A,,,Grangemouth,Scottish Athletics League Division 2,31 May 09,http://powerof10.info/results/results.aspx?meetingid=26387&event=200&venue=Grangemouth&date=31-May-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.4,i,,,2,,,,Glasgow,Scottish Athletics Indoor League,4 Jan 09,http://powerof10.info/results/results.aspx?meetingid=19783&event=200&venue=Glasgow&date=4-Jan-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.44,,,,3,,,,Edinburgh,Lothian Trials,12 Apr 09,http://powerof10.info/results/results.aspx?meetingid=26521&event=200&venue=Edinburgh&date=12-Apr-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.45,i,,,3,s2,,,Glasgow,Scottish Closed Senior Championships,18 Jan 09,http://powerof10.info/results/results.aspx?meetingid=19794&event=200&venue=Glasgow&date=18-Jan-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.46,w,3.0,,5,A,,,Edinburgh,Scottish Athletics League Division 2,12 Jul 09,http://powerof10.info/results/results.aspx?meetingid=22981&event=200&venue=Edinburgh&date=12-Jul-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.61,,-0.2,,3,B,,,Liverpool,National Junior Athletic League Northern Premier,26 Apr 09,http://powerof10.info/results/results.aspx?meetingid=25079&event=200&venue=Liverpool&date=26-Apr-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.83,,-2.5,,5,B,,,Sportcity,National Junior Athletic League Northern Premier,14 Jun 09,http://powerof10.info/results/results.aspx?meetingid=25076&event=200&venue=Sportcity&date=14-Jun-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,51.35,,,,4,A,,,Grangemouth,Scottish Athletics League Division 2,31 May 09,http://powerof10.info/results/results.aspx?meetingid=26387&event=400&venue=Grangemouth&date=31-May-09,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,100,11.9,,,,6,B,,,Leeds,National Junior Athletic League - Northern Premier,27 Apr 08,http://powerof10.info/results/results.aspx?meetingid=12688&event=100&venue=Leeds&date=27-Apr-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.3,,,,6,A,,,Leeds,National Junior Athletic League - Northern Premier,27 Apr 08,http://powerof10.info/results/results.aspx?meetingid=12688&event=200&venue=Leeds&date=27-Apr-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.5,i,,,2,,,,Glasgow,Scottish Athletics Indoor League (Afternoon match),3 Feb 08,http://powerof10.info/results/results.aspx?meetingid=12303&event=200&venue=Glasgow&date=3-Feb-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.56,w,,,,,,,Gateshead,National Junior Athletic League - Northern Premier,25 May 08,http://powerof10.info/results/results.aspx?meetingid=12746&event=200&venue=Gateshead&date=25-May-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.59,,,,,,,,Edinburgh,Scottish Closed Champs,11 May 08,http://powerof10.info/results/results.aspx?meetingid=15029&event=200&venue=Edinburgh&date=11-May-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.6,i,,,,,,,Glasgow,Scottish Athletics Indoor League (SAIL) Match 2,6 Jan 08,http://powerof10.info/results/results.aspx?meetingid=0&event=200&venue=Glasgow&date=6-Jan-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.6,i,,,,,,,Glasgow,Scottish Athletics Indoor League,14 Dec 08,http://powerof10.info/results/results.aspx?meetingid=19766&event=200&venue=Glasgow&date=14-Dec-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,51.4,i,,,1,,,,Glasgow,Scottish Athletics Indoor League (Afternoon match),3 Feb 08,http://powerof10.info/results/results.aspx?meetingid=12303&event=400&venue=Glasgow&date=3-Feb-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.15,,,,,,,,Edinburgh,Scottish Men's League,17 May 08,http://powerof10.info/results/results.aspx?meetingid=15283&event=400&venue=Edinburgh&date=17-May-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.3,i,,,,,,,Glasgow,Scottish Athletics Indoor League,14 Dec 08,http://powerof10.info/results/results.aspx?meetingid=19766&event=400&venue=Glasgow&date=14-Dec-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.6,i,,,,,,,Glasgow,Scottish Athletics Indoor League (SAIL) Match 2,6 Jan 08,http://powerof10.info/results/results.aspx?meetingid=0&event=400&venue=Glasgow&date=6-Jan-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.74,,,,,,,,Sportcity,National Junior Athletic League - Northern Premier,27 Jul 08,http://powerof10.info/results/results.aspx?meetingid=12848&event=400&venue=Sportcity&date=27-Jul-08,U20
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.65,i,,,3,,,,Glasgow,DM Hall East District Junior Indoor Championships,13 Jan 07,http://powerof10.info/results/results.aspx?meetingid=4163&event=60&venue=Glasgow&date=13-Jan-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.66,i,,,5,,,,Glasgow,Scottish Athletics Indoor League,7 Jan 07,http://powerof10.info/results/results.aspx?meetingid=4185&event=60&venue=Glasgow&date=7-Jan-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.66,i,,,4,,,,Glasgow,Scottish League Afternoon Match,4 Feb 07,http://powerof10.info/results/results.aspx?meetingid=5315&event=60&venue=Glasgow&date=4-Feb-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,100,11.3,,,,1,,,,Linwood,Central & South of Scotland League Division 3,29 Apr 07,http://powerof10.info/results/results.aspx?meetingid=5450&event=100&venue=Linwood&date=29-Apr-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,100,11.7,,,,1,,,,Wishaw,Central & Southern Scotland League Division 3,5 Aug 07,http://powerof10.info/results/results.aspx?meetingid=7544&event=100&venue=Wishaw&date=5-Aug-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,100,11.76,w,,,,,,,Grangemouth,National Junior League Northern Premier,29 Jul 07,http://powerof10.info/results/results.aspx?meetingid=6843&event=100&venue=Grangemouth&date=29-Jul-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,100,11.93,,,,,,,,Grangemouth,Bank of Scotland U17/U13 Championships,18 Aug 07,http://powerof10.info/results/results.aspx?meetingid=7972&event=100&venue=Grangemouth&date=18-Aug-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.63,,-0.2,,4,,,,Grangemouth,Bank of Scotland U17/U15 Championships,19 Aug 07,http://powerof10.info/results/results.aspx?meetingid=7814&event=200&venue=Grangemouth&date=19-Aug-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,23.63,,-0.1,,1,h1,,,Grangemouth,Bank of Scotland U17/U15 Championships,19 Aug 07,http://powerof10.info/results/results.aspx?meetingid=7814&event=200&venue=Grangemouth&date=19-Aug-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.0,,,,2,,,,East Kilbride,Central & South of Scotland League Division 3,20 May 07,http://powerof10.info/results/results.aspx?meetingid=5452&event=200&venue=East+Kilbride&date=20-May-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.0,,,,1,,,,Wishaw,Central & Southern Scotland League Division 3,5 Aug 07,http://powerof10.info/results/results.aspx?meetingid=7544&event=200&venue=Wishaw&date=5-Aug-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.08,i,,,,,,,Glasgow,Scottish District East U17 Indoor Championships,14 Jan 07,http://powerof10.info/results/results.aspx?meetingid=0&event=200&venue=Glasgow&date=14-Jan-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.1,i,,,,,,,Glasgow,Scottish Athletics Indoor League (SAIL) Match 3,4 Feb 07,http://powerof10.info/results/results.aspx?meetingid=0&event=200&venue=Glasgow&date=4-Feb-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.27,i,,,,,,,Glasgow,Scottish Secondary Schools Indoor Championships,8 Feb 07,http://powerof10.info/results/results.aspx?meetingid=5170&event=200&venue=Glasgow&date=8-Feb-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.3,i,,,,,,,Glasgow,Scottish Athletics Indoor League,7 Jan 07,http://powerof10.info/results/results.aspx?meetingid=4185&event=200&venue=Glasgow&date=7-Jan-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.40,,,,,,,,Grangemouth,Scottish Men's League Div 1 & 2 Fixture 1,22 Apr 07,http://powerof10.info/results/results.aspx?meetingid=0&event=200&venue=Grangemouth&date=22-Apr-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,52.63,i,,,2,,,,Glasgow,Scottish U20/U17 Championships,18 Feb 07,http://powerof10.info/results/results.aspx?meetingid=4412&event=400&venue=Glasgow&date=18-Feb-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,53.3,i,,,2,,,,Glasgow,Scottish Athletics Indoor League,7 Jan 07,http://powerof10.info/results/results.aspx?meetingid=4185&event=400&venue=Glasgow&date=7-Jan-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,53.6,i,,,,,,,Glasgow,Scottish Secondary Schools Indoor Championships,8 Feb 07,http://powerof10.info/results/results.aspx?meetingid=5170&event=400&venue=Glasgow&date=8-Feb-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,53.8,,,,,,,,Liverpool,National Junior League Northern Premier,27 May 07,http://powerof10.info/results/results.aspx?meetingid=6400&event=400&venue=Liverpool&date=27-May-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,54.3,i,,,,,,,Glasgow,Scottish Athletics Indoor League (SAIL) Match 3,4 Feb 07,http://powerof10.info/results/results.aspx?meetingid=0&event=400&venue=Glasgow&date=4-Feb-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,54.50,i,,,,,,,Glasgow,Scottish U20/U17 Championships,18 Feb 07,http://powerof10.info/results/results.aspx?meetingid=4412&event=400&venue=Glasgow&date=18-Feb-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,54.62,,,,,,,,Edinburgh,Scottish U20 Champs,17 Jun 07,http://powerof10.info/results/results.aspx?meetingid=0&event=400&venue=Edinburgh&date=17-Jun-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,400,55.1,,,,,,,,Linwood,Central & South Scotland Lge Div 2 & 3,29 Apr 07,http://powerof10.info/results/results.aspx?meetingid=0&event=400&venue=Linwood&date=29-Apr-07,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.58,i,,,2,E,,,Glasgow,Dm Hall Scottish East And West District Championships,14 Jan 06,http://powerof10.info/results/results.aspx?meetingid=421&event=60&venue=Glasgow&date=14-Jan-06,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.62,i,,,ht,,,,Glasgow,Bank of Scotland U20/U17 Championships,5 Feb 06,http://powerof10.info/results/results.aspx?meetingid=537&event=60&venue=Glasgow&date=5-Feb-06,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.69,i,,,1,1.2,,,Grangemouth,Falkirk Open Meeting,1 Feb 06,http://powerof10.info/results/results.aspx?meetingid=509&event=60&venue=Grangemouth&date=1-Feb-06,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.70,i,,,6,2.3,,,Glasgow,Glasgow Council Open Meeting,3 Jan 06,http://powerof10.info/results/results.aspx?meetingid=377&event=60&venue=Glasgow&date=3-Jan-06,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,60,7.70,i,,,2,2.4,,,Grangemouth,Falkirk Open Meeting,1 Feb 06,http://powerof10.info/results/results.aspx?meetingid=509&event=60&venue=Grangemouth&date=1-Feb-06,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,100,12.15,,,,,,,,Grangemouth,Scottish Men's League Division 1,25 Jun 06,http://powerof10.info/results/results.aspx?meetingid=2198&event=100&venue=Grangemouth&date=25-Jun-06,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.14,i,,,,,,,Glasgow,Bank of Scotland U20/U17 Championships,5 Feb 06,http://powerof10.info/results/results.aspx?meetingid=537&event=200&venue=Glasgow&date=5-Feb-06,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.25,,,,,,,,Edinburgh,,14 May 06,http://powerof10.info/results/results.aspx?meetingid=0&event=200&venue=Edinburgh&date=14-May-06,U17
Craig Knowles,http://powerof10.info/athletes/profile.aspx?athleteid=21810,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=21810,200,24.6,i,,,3,,,,Glasgow,Scottish Indoor League Afternoon Match,10 Dec 06,http://powerof10.info/results/results.aspx?meetingid=3730&event=200&venue=Glasgow&date=10-Dec-06,U17
